date,sku,demand,was_promo,was_stockout
2023-02-19,SKU-1042-WirelessHeadphones,65,False,False
2023-02-20,SKU-1042-WirelessHeadphones,88,False,False
2023-02-21,SKU-1042-WirelessHeadphones,95,False,False
2023-02-22,SKU-1042-WirelessHeadphones,88,False,False
2023-02-23,SKU-1042-WirelessHeadphones,81,False,False
2023-02-24,SKU-1042-WirelessHeadphones,92,False,False
2023-02-25,SKU-1042-WirelessHeadphones,65,False,False
2023-02-26,SKU-1042-WirelessHeadphones,80,False,False
2023-02-27,SKU-1042-WirelessHeadphones,88,False,False
2023-02-28,SKU-1042-WirelessHeadphones,75,False,False
2023-03-01,SKU-1042-WirelessHeadphones,91,False,False
2023-03-02,SKU-1042-WirelessHeadphones,100,False,False
2023-03-03,SKU-1042-WirelessHeadphones,98,False,False
2023-03-04,SKU-1042-WirelessHeadphones,80,False,False
2023-03-05,SKU-1042-WirelessHeadphones,63,False,False
2023-03-06,SKU-1042-WirelessHeadphones,94,False,False
2023-03-07,SKU-1042-WirelessHeadphones,85,False,False
2023-03-08,SKU-1042-WirelessHeadphones,90,False,False
2023-03-09,SKU-1042-WirelessHeadphones,81,False,False
2023-03-10,SKU-1042-WirelessHeadphones,85,False,False
2023-03-11,SKU-1042-WirelessHeadphones,65,False,False
2023-03-12,SKU-1042-WirelessHeadphones,75,False,False
2023-03-13,SKU-1042-WirelessHeadphones,94,False,False
2023-03-14,SKU-1042-WirelessHeadphones,91,False,False
2023-03-15,SKU-1042-WirelessHeadphones,81,False,False
2023-03-16,SKU-1042-WirelessHeadphones,88,False,False
2023-03-17,SKU-1042-WirelessHeadphones,85,False,False
2023-03-18,SKU-1042-WirelessHeadphones,75,False,False
2023-03-19,SKU-1042-WirelessHeadphones,77,False,False
2023-03-20,SKU-1042-WirelessHeadphones,96,False,False
2023-03-21,SKU-1042-WirelessHeadphones,85,False,False
2023-03-22,SKU-1042-WirelessHeadphones,73,False,False
2023-03-23,SKU-1042-WirelessHeadphones,79,False,False
2023-03-24,SKU-1042-WirelessHeadphones,98,False,False
2023-03-25,SKU-1042-WirelessHeadphones,68,False,False
2023-03-26,SKU-1042-WirelessHeadphones,66,False,False
2023-03-27,SKU-1042-WirelessHeadphones,100,False,False
2023-03-28,SKU-1042-WirelessHeadphones,98,False,False
2023-03-29,SKU-1042-WirelessHeadphones,90,False,False
2023-03-30,SKU-1042-WirelessHeadphones,89,False,False
2023-03-31,SKU-1042-WirelessHeadphones,90,False,False
2023-04-01,SKU-1042-WirelessHeadphones,72,False,False
2023-04-02,SKU-1042-WirelessHeadphones,80,False,False
2023-04-03,SKU-1042-WirelessHeadphones,93,False,False
2023-04-04,SKU-1042-WirelessHeadphones,95,False,False
2023-04-05,SKU-1042-WirelessHeadphones,98,False,False
2023-04-06,SKU-1042-WirelessHeadphones,84,False,False
2023-04-07,SKU-1042-WirelessHeadphones,95,False,False
2023-04-08,SKU-1042-WirelessHeadphones,69,False,False
2023-04-09,SKU-1042-WirelessHeadphones,56,False,False
2023-04-10,SKU-1042-WirelessHeadphones,78,False,False
2023-04-11,SKU-1042-WirelessHeadphones,0,False,True
2023-04-12,SKU-1042-WirelessHeadphones,94,False,False
2023-04-13,SKU-1042-WirelessHeadphones,92,False,False
2023-04-14,SKU-1042-WirelessHeadphones,92,False,False
2023-04-15,SKU-1042-WirelessHeadphones,83,False,False
2023-04-16,SKU-1042-WirelessHeadphones,64,False,False
2023-04-17,SKU-1042-WirelessHeadphones,91,False,False
2023-04-18,SKU-1042-WirelessHeadphones,93,False,False
2023-04-19,SKU-1042-WirelessHeadphones,87,False,False
2023-04-20,SKU-1042-WirelessHeadphones,92,False,False
2023-04-21,SKU-1042-WirelessHeadphones,82,False,False
2023-04-22,SKU-1042-WirelessHeadphones,80,False,False
2023-04-23,SKU-1042-WirelessHeadphones,68,False,False
2023-04-24,SKU-1042-WirelessHeadphones,104,False,False
2023-04-25,SKU-1042-WirelessHeadphones,92,False,False
2023-04-26,SKU-1042-WirelessHeadphones,98,False,False
2023-04-27,SKU-1042-WirelessHeadphones,92,False,False
2023-04-28,SKU-1042-WirelessHeadphones,92,False,False
2023-04-29,SKU-1042-WirelessHeadphones,0,False,True
2023-04-30,SKU-1042-WirelessHeadphones,73,False,False
2023-05-01,SKU-1042-WirelessHeadphones,94,False,False
2023-05-02,SKU-1042-WirelessHeadphones,88,False,False
2023-05-03,SKU-1042-WirelessHeadphones,92,False,False
2023-05-04,SKU-1042-WirelessHeadphones,89,False,False
2023-05-05,SKU-1042-WirelessHeadphones,106,False,False
2023-05-06,SKU-1042-WirelessHeadphones,72,False,False
2023-05-07,SKU-1042-WirelessHeadphones,82,False,False
2023-05-08,SKU-1042-WirelessHeadphones,91,False,False
2023-05-09,SKU-1042-WirelessHeadphones,94,False,False
2023-05-10,SKU-1042-WirelessHeadphones,85,False,False
2023-05-11,SKU-1042-WirelessHeadphones,90,False,False
2023-05-12,SKU-1042-WirelessHeadphones,94,False,False
2023-05-13,SKU-1042-WirelessHeadphones,82,False,False
2023-05-14,SKU-1042-WirelessHeadphones,74,False,False
2023-05-15,SKU-1042-WirelessHeadphones,101,False,False
2023-05-16,SKU-1042-WirelessHeadphones,97,False,False
2023-05-17,SKU-1042-WirelessHeadphones,103,False,False
2023-05-18,SKU-1042-WirelessHeadphones,93,False,False
2023-05-19,SKU-1042-WirelessHeadphones,107,False,False
2023-05-20,SKU-1042-WirelessHeadphones,70,False,False
2023-05-21,SKU-1042-WirelessHeadphones,68,False,False
2023-05-22,SKU-1042-WirelessHeadphones,86,False,False
2023-05-23,SKU-1042-WirelessHeadphones,107,False,False
2023-05-24,SKU-1042-WirelessHeadphones,98,False,False
2023-05-25,SKU-1042-WirelessHeadphones,91,False,False
2023-05-26,SKU-1042-WirelessHeadphones,100,False,False
2023-05-27,SKU-1042-WirelessHeadphones,77,False,False
2023-05-28,SKU-1042-WirelessHeadphones,85,False,False
2023-05-29,SKU-1042-WirelessHeadphones,84,False,False
2023-05-30,SKU-1042-WirelessHeadphones,91,False,False
2023-05-31,SKU-1042-WirelessHeadphones,90,False,False
2023-06-01,SKU-1042-WirelessHeadphones,81,False,False
2023-06-02,SKU-1042-WirelessHeadphones,99,False,False
2023-06-03,SKU-1042-WirelessHeadphones,71,False,False
2023-06-04,SKU-1042-WirelessHeadphones,77,False,False
2023-06-05,SKU-1042-WirelessHeadphones,106,False,False
2023-06-06,SKU-1042-WirelessHeadphones,90,False,False
2023-06-07,SKU-1042-WirelessHeadphones,89,False,False
2023-06-08,SKU-1042-WirelessHeadphones,30,False,True
2023-06-09,SKU-1042-WirelessHeadphones,97,False,False
2023-06-10,SKU-1042-WirelessHeadphones,68,False,False
2023-06-11,SKU-1042-WirelessHeadphones,67,False,False
2023-06-12,SKU-1042-WirelessHeadphones,97,False,False
2023-06-13,SKU-1042-WirelessHeadphones,93,False,False
2023-06-14,SKU-1042-WirelessHeadphones,78,False,False
2023-06-15,SKU-1042-WirelessHeadphones,82,False,False
2023-06-16,SKU-1042-WirelessHeadphones,98,False,False
2023-06-17,SKU-1042-WirelessHeadphones,71,False,False
2023-06-18,SKU-1042-WirelessHeadphones,64,False,False
2023-06-19,SKU-1042-WirelessHeadphones,87,False,False
2023-06-20,SKU-1042-WirelessHeadphones,88,False,False
2023-06-21,SKU-1042-WirelessHeadphones,92,False,False
2023-06-22,SKU-1042-WirelessHeadphones,79,False,False
2023-06-23,SKU-1042-WirelessHeadphones,82,False,False
2023-06-24,SKU-1042-WirelessHeadphones,68,False,False
2023-06-25,SKU-1042-WirelessHeadphones,65,False,False
2023-06-26,SKU-1042-WirelessHeadphones,89,False,False
2023-06-27,SKU-1042-WirelessHeadphones,123,True,False
2023-06-28,SKU-1042-WirelessHeadphones,87,False,False
2023-06-29,SKU-1042-WirelessHeadphones,91,False,False
2023-06-30,SKU-1042-WirelessHeadphones,87,False,False
2023-07-01,SKU-1042-WirelessHeadphones,65,False,False
2023-07-02,SKU-1042-WirelessHeadphones,63,False,False
2023-07-03,SKU-1042-WirelessHeadphones,78,False,False
2023-07-04,SKU-1042-WirelessHeadphones,82,False,False
2023-07-05,SKU-1042-WirelessHeadphones,90,False,False
2023-07-06,SKU-1042-WirelessHeadphones,82,False,False
2023-07-07,SKU-1042-WirelessHeadphones,77,False,False
2023-07-08,SKU-1042-WirelessHeadphones,59,False,False
2023-07-09,SKU-1042-WirelessHeadphones,63,False,False
2023-07-10,SKU-1042-WirelessHeadphones,79,False,False
2023-07-11,SKU-1042-WirelessHeadphones,85,False,False
2023-07-12,SKU-1042-WirelessHeadphones,85,False,False
2023-07-13,SKU-1042-WirelessHeadphones,87,False,False
2023-07-14,SKU-1042-WirelessHeadphones,90,False,False
2023-07-15,SKU-1042-WirelessHeadphones,68,False,False
2023-07-16,SKU-1042-WirelessHeadphones,56,False,False
2023-07-17,SKU-1042-WirelessHeadphones,77,False,False
2023-07-18,SKU-1042-WirelessHeadphones,82,False,False
2023-07-19,SKU-1042-WirelessHeadphones,80,False,False
2023-07-20,SKU-1042-WirelessHeadphones,76,False,False
2023-07-21,SKU-1042-WirelessHeadphones,80,False,False
2023-07-22,SKU-1042-WirelessHeadphones,60,False,False
2023-07-23,SKU-1042-WirelessHeadphones,60,False,False
2023-07-24,SKU-1042-WirelessHeadphones,82,False,False
2023-07-25,SKU-1042-WirelessHeadphones,91,False,False
2023-07-26,SKU-1042-WirelessHeadphones,86,False,False
2023-07-27,SKU-1042-WirelessHeadphones,100,False,False
2023-07-28,SKU-1042-WirelessHeadphones,87,False,False
2023-07-29,SKU-1042-WirelessHeadphones,64,False,False
2023-07-30,SKU-1042-WirelessHeadphones,67,False,False
2023-07-31,SKU-1042-WirelessHeadphones,89,False,False
2023-08-01,SKU-1042-WirelessHeadphones,90,False,False
2023-08-02,SKU-1042-WirelessHeadphones,101,False,False
2023-08-03,SKU-1042-WirelessHeadphones,84,False,False
2023-08-04,SKU-1042-WirelessHeadphones,94,False,False
2023-08-05,SKU-1042-WirelessHeadphones,71,False,False
2023-08-06,SKU-1042-WirelessHeadphones,61,False,False
2023-08-07,SKU-1042-WirelessHeadphones,95,False,False
2023-08-08,SKU-1042-WirelessHeadphones,99,False,False
2023-08-09,SKU-1042-WirelessHeadphones,87,False,False
2023-08-10,SKU-1042-WirelessHeadphones,92,False,False
2023-08-11,SKU-1042-WirelessHeadphones,82,False,False
2023-08-12,SKU-1042-WirelessHeadphones,66,False,False
2023-08-13,SKU-1042-WirelessHeadphones,80,False,False
2023-08-14,SKU-1042-WirelessHeadphones,91,False,False
2023-08-15,SKU-1042-WirelessHeadphones,88,False,False
2023-08-16,SKU-1042-WirelessHeadphones,96,False,False
2023-08-17,SKU-1042-WirelessHeadphones,92,False,False
2023-08-18,SKU-1042-WirelessHeadphones,93,False,False
2023-08-19,SKU-1042-WirelessHeadphones,80,False,False
2023-08-20,SKU-1042-WirelessHeadphones,69,False,False
2023-08-21,SKU-1042-WirelessHeadphones,91,False,False
2023-08-22,SKU-1042-WirelessHeadphones,98,False,False
2023-08-23,SKU-1042-WirelessHeadphones,103,False,False
2023-08-24,SKU-1042-WirelessHeadphones,105,False,False
2023-08-25,SKU-1042-WirelessHeadphones,94,False,False
2023-08-26,SKU-1042-WirelessHeadphones,83,False,False
2023-08-27,SKU-1042-WirelessHeadphones,73,False,False
2023-08-28,SKU-1042-WirelessHeadphones,109,False,False
2023-08-29,SKU-1042-WirelessHeadphones,92,False,False
2023-08-30,SKU-1042-WirelessHeadphones,106,False,False
2023-08-31,SKU-1042-WirelessHeadphones,95,False,False
2023-09-01,SKU-1042-WirelessHeadphones,111,False,False
2023-09-02,SKU-1042-WirelessHeadphones,83,False,False
2023-09-03,SKU-1042-WirelessHeadphones,73,False,False
2023-09-04,SKU-1042-WirelessHeadphones,96,False,False
2023-09-05,SKU-1042-WirelessHeadphones,104,False,False
2023-09-06,SKU-1042-WirelessHeadphones,106,False,False
2023-09-07,SKU-1042-WirelessHeadphones,99,False,False
2023-09-08,SKU-1042-WirelessHeadphones,100,False,False
2023-09-09,SKU-1042-WirelessHeadphones,84,False,False
2023-09-10,SKU-1042-WirelessHeadphones,81,False,False
2023-09-11,SKU-1042-WirelessHeadphones,92,False,False
2023-09-12,SKU-1042-WirelessHeadphones,95,False,False
2023-09-13,SKU-1042-WirelessHeadphones,102,False,False
2023-09-14,SKU-1042-WirelessHeadphones,108,False,False
2023-09-15,SKU-1042-WirelessHeadphones,110,False,False
2023-09-16,SKU-1042-WirelessHeadphones,85,False,False
2023-09-17,SKU-1042-WirelessHeadphones,82,False,False
2023-09-18,SKU-1042-WirelessHeadphones,105,False,False
2023-09-19,SKU-1042-WirelessHeadphones,97,False,False
2023-09-20,SKU-1042-WirelessHeadphones,100,False,False
2023-09-21,SKU-1042-WirelessHeadphones,96,False,False
2023-09-22,SKU-1042-WirelessHeadphones,93,False,False
2023-09-23,SKU-1042-WirelessHeadphones,83,False,False
2023-09-24,SKU-1042-WirelessHeadphones,82,False,False
2023-09-25,SKU-1042-WirelessHeadphones,105,False,False
2023-09-26,SKU-1042-WirelessHeadphones,104,False,False
2023-09-27,SKU-1042-WirelessHeadphones,103,False,False
2023-09-28,SKU-1042-WirelessHeadphones,105,False,False
2023-09-29,SKU-1042-WirelessHeadphones,101,False,False
2023-09-30,SKU-1042-WirelessHeadphones,84,False,False
2023-10-01,SKU-1042-WirelessHeadphones,77,False,False
2023-10-02,SKU-1042-WirelessHeadphones,104,False,False
2023-10-03,SKU-1042-WirelessHeadphones,106,False,False
2023-10-04,SKU-1042-WirelessHeadphones,98,False,False
2023-10-05,SKU-1042-WirelessHeadphones,102,False,False
2023-10-06,SKU-1042-WirelessHeadphones,98,False,False
2023-10-07,SKU-1042-WirelessHeadphones,79,False,False
2023-10-08,SKU-1042-WirelessHeadphones,75,False,False
2023-10-09,SKU-1042-WirelessHeadphones,109,False,False
2023-10-10,SKU-1042-WirelessHeadphones,108,False,False
2023-10-11,SKU-1042-WirelessHeadphones,105,False,False
2023-10-12,SKU-1042-WirelessHeadphones,114,False,False
2023-10-13,SKU-1042-WirelessHeadphones,101,False,False
2023-10-14,SKU-1042-WirelessHeadphones,100,False,False
2023-10-15,SKU-1042-WirelessHeadphones,81,False,False
2023-10-16,SKU-1042-WirelessHeadphones,104,False,False
2023-10-17,SKU-1042-WirelessHeadphones,100,False,False
2023-10-18,SKU-1042-WirelessHeadphones,105,False,False
2023-10-19,SKU-1042-WirelessHeadphones,108,False,False
2023-10-20,SKU-1042-WirelessHeadphones,102,False,False
2023-10-21,SKU-1042-WirelessHeadphones,94,False,False
2023-10-22,SKU-1042-WirelessHeadphones,85,False,False
2023-10-23,SKU-1042-WirelessHeadphones,105,False,False
2023-10-24,SKU-1042-WirelessHeadphones,98,False,False
2023-10-25,SKU-1042-WirelessHeadphones,106,False,False
2023-10-26,SKU-1042-WirelessHeadphones,103,False,False
2023-10-27,SKU-1042-WirelessHeadphones,101,False,False
2023-10-28,SKU-1042-WirelessHeadphones,80,False,False
2023-10-29,SKU-1042-WirelessHeadphones,101,False,False
2023-10-30,SKU-1042-WirelessHeadphones,104,False,False
2023-10-31,SKU-1042-WirelessHeadphones,97,False,False
2023-11-01,SKU-1042-WirelessHeadphones,102,False,False
2023-11-02,SKU-1042-WirelessHeadphones,106,False,False
2023-11-03,SKU-1042-WirelessHeadphones,111,False,False
2023-11-04,SKU-1042-WirelessHeadphones,91,False,False
2023-11-05,SKU-1042-WirelessHeadphones,93,False,False
2023-11-06,SKU-1042-WirelessHeadphones,106,False,False
2023-11-07,SKU-1042-WirelessHeadphones,113,False,False
2023-11-08,SKU-1042-WirelessHeadphones,106,False,False
2023-11-09,SKU-1042-WirelessHeadphones,109,False,False
2023-11-10,SKU-1042-WirelessHeadphones,108,False,False
2023-11-11,SKU-1042-WirelessHeadphones,88,False,False
2023-11-12,SKU-1042-WirelessHeadphones,103,False,False
2023-11-13,SKU-1042-WirelessHeadphones,122,False,False
2023-11-14,SKU-1042-WirelessHeadphones,125,False,False
2023-11-15,SKU-1042-WirelessHeadphones,121,False,False
2023-11-16,SKU-1042-WirelessHeadphones,127,False,False
2023-11-17,SKU-1042-WirelessHeadphones,114,False,False
2023-11-18,SKU-1042-WirelessHeadphones,111,False,False
2023-11-19,SKU-1042-WirelessHeadphones,109,False,False
2023-11-20,SKU-1042-WirelessHeadphones,134,False,False
2023-11-21,SKU-1042-WirelessHeadphones,134,False,False
2023-11-22,SKU-1042-WirelessHeadphones,128,False,False
2023-11-23,SKU-1042-WirelessHeadphones,126,False,False
2023-11-24,SKU-1042-WirelessHeadphones,133,False,False
2023-11-25,SKU-1042-WirelessHeadphones,122,False,False
2023-11-26,SKU-1042-WirelessHeadphones,125,False,False
2023-11-27,SKU-1042-WirelessHeadphones,134,False,False
2023-11-28,SKU-1042-WirelessHeadphones,138,False,False
2023-11-29,SKU-1042-WirelessHeadphones,141,False,False
2023-11-30,SKU-1042-WirelessHeadphones,144,False,False
2023-12-01,SKU-1042-WirelessHeadphones,139,False,False
2023-12-02,SKU-1042-WirelessHeadphones,120,False,False
2023-12-03,SKU-1042-WirelessHeadphones,124,False,False
2023-12-04,SKU-1042-WirelessHeadphones,150,False,False
2023-12-05,SKU-1042-WirelessHeadphones,143,False,False
2023-12-06,SKU-1042-WirelessHeadphones,150,False,False
2023-12-07,SKU-1042-WirelessHeadphones,157,False,False
2023-12-08,SKU-1042-WirelessHeadphones,142,False,False
2023-12-09,SKU-1042-WirelessHeadphones,128,False,False
2023-12-10,SKU-1042-WirelessHeadphones,135,False,False
2023-12-11,SKU-1042-WirelessHeadphones,146,False,False
2023-12-12,SKU-1042-WirelessHeadphones,144,False,False
2023-12-13,SKU-1042-WirelessHeadphones,153,False,False
2023-12-14,SKU-1042-WirelessHeadphones,143,False,False
2023-12-15,SKU-1042-WirelessHeadphones,150,False,False
2023-12-16,SKU-1042-WirelessHeadphones,125,False,False
2023-12-17,SKU-1042-WirelessHeadphones,118,False,False
2023-12-18,SKU-1042-WirelessHeadphones,142,False,False
2023-12-19,SKU-1042-WirelessHeadphones,139,False,False
2023-12-20,SKU-1042-WirelessHeadphones,141,False,False
2023-12-21,SKU-1042-WirelessHeadphones,130,False,False
2023-12-22,SKU-1042-WirelessHeadphones,132,False,False
2023-12-23,SKU-1042-WirelessHeadphones,110,False,False
2023-12-24,SKU-1042-WirelessHeadphones,113,False,False
2023-12-25,SKU-1042-WirelessHeadphones,121,False,False
2023-12-26,SKU-1042-WirelessHeadphones,131,False,False
2023-12-27,SKU-1042-WirelessHeadphones,126,False,False
2023-12-28,SKU-1042-WirelessHeadphones,114,False,False
2023-12-29,SKU-1042-WirelessHeadphones,128,False,False
2023-12-30,SKU-1042-WirelessHeadphones,113,False,False
2023-12-31,SKU-1042-WirelessHeadphones,104,False,False
2024-01-01,SKU-1042-WirelessHeadphones,115,False,False
2024-01-02,SKU-1042-WirelessHeadphones,107,False,False
2024-01-03,SKU-1042-WirelessHeadphones,97,False,False
2024-01-04,SKU-1042-WirelessHeadphones,96,False,False
2024-01-05,SKU-1042-WirelessHeadphones,109,False,False
2024-01-06,SKU-1042-WirelessHeadphones,84,False,False
2024-01-07,SKU-1042-WirelessHeadphones,82,False,False
2024-01-08,SKU-1042-WirelessHeadphones,107,False,False
2024-01-09,SKU-1042-WirelessHeadphones,111,False,False
2024-01-10,SKU-1042-WirelessHeadphones,99,False,False
2024-01-11,SKU-1042-WirelessHeadphones,105,False,False
2024-01-12,SKU-1042-WirelessHeadphones,117,False,False
2024-01-13,SKU-1042-WirelessHeadphones,81,False,False
2024-01-14,SKU-1042-WirelessHeadphones,93,False,False
2024-01-15,SKU-1042-WirelessHeadphones,105,False,False
2024-01-16,SKU-1042-WirelessHeadphones,111,False,False
2024-01-17,SKU-1042-WirelessHeadphones,114,False,False
2024-01-18,SKU-1042-WirelessHeadphones,112,False,False
2024-01-19,SKU-1042-WirelessHeadphones,113,False,False
2024-01-20,SKU-1042-WirelessHeadphones,81,False,False
2024-01-21,SKU-1042-WirelessHeadphones,138,True,False
2024-01-22,SKU-1042-WirelessHeadphones,103,False,False
2024-01-23,SKU-1042-WirelessHeadphones,110,False,False
2024-01-24,SKU-1042-WirelessHeadphones,110,False,False
2024-01-25,SKU-1042-WirelessHeadphones,111,False,False
2024-01-26,SKU-1042-WirelessHeadphones,110,False,False
2024-01-27,SKU-1042-WirelessHeadphones,83,False,False
2024-01-28,SKU-1042-WirelessHeadphones,80,False,False
2024-01-29,SKU-1042-WirelessHeadphones,114,False,False
2024-01-30,SKU-1042-WirelessHeadphones,110,False,False
2024-01-31,SKU-1042-WirelessHeadphones,42,False,True
2024-02-01,SKU-1042-WirelessHeadphones,108,False,False
2024-02-02,SKU-1042-WirelessHeadphones,100,False,False
2024-02-03,SKU-1042-WirelessHeadphones,95,False,False
2024-02-04,SKU-1042-WirelessHeadphones,87,False,False
2024-02-05,SKU-1042-WirelessHeadphones,111,False,False
2024-02-06,SKU-1042-WirelessHeadphones,18,False,True
2024-02-07,SKU-1042-WirelessHeadphones,39,False,True
2024-02-08,SKU-1042-WirelessHeadphones,104,False,False
2024-02-09,SKU-1042-WirelessHeadphones,196,True,False
2024-02-10,SKU-1042-WirelessHeadphones,90,False,False
2024-02-11,SKU-1042-WirelessHeadphones,83,False,False
2024-02-12,SKU-1042-WirelessHeadphones,111,False,False
2024-02-13,SKU-1042-WirelessHeadphones,119,False,False
2024-02-14,SKU-1042-WirelessHeadphones,180,True,False
2024-02-15,SKU-1042-WirelessHeadphones,112,False,False
2024-02-16,SKU-1042-WirelessHeadphones,93,False,False
2024-02-17,SKU-1042-WirelessHeadphones,89,False,False
2024-02-18,SKU-1042-WirelessHeadphones,88,False,False
2024-02-19,SKU-1042-WirelessHeadphones,105,False,False
2024-02-20,SKU-1042-WirelessHeadphones,116,False,False
2024-02-21,SKU-1042-WirelessHeadphones,108,False,False
2024-02-22,SKU-1042-WirelessHeadphones,109,False,False
2024-02-23,SKU-1042-WirelessHeadphones,108,False,False
2024-02-24,SKU-1042-WirelessHeadphones,79,False,False
2024-02-25,SKU-1042-WirelessHeadphones,83,False,False
2024-02-26,SKU-1042-WirelessHeadphones,116,False,False
2024-02-27,SKU-1042-WirelessHeadphones,98,False,False
2024-02-28,SKU-1042-WirelessHeadphones,106,False,False
2024-02-29,SKU-1042-WirelessHeadphones,108,False,False
2024-03-01,SKU-1042-WirelessHeadphones,121,False,False
2024-03-02,SKU-1042-WirelessHeadphones,95,False,False
2024-03-03,SKU-1042-WirelessHeadphones,87,False,False
2024-03-04,SKU-1042-WirelessHeadphones,119,False,False
2024-03-05,SKU-1042-WirelessHeadphones,106,False,False
2024-03-06,SKU-1042-WirelessHeadphones,117,False,False
2024-03-07,SKU-1042-WirelessHeadphones,103,False,False
2024-03-08,SKU-1042-WirelessHeadphones,117,False,False
2024-03-09,SKU-1042-WirelessHeadphones,89,False,False
2024-03-10,SKU-1042-WirelessHeadphones,85,False,False
2024-03-11,SKU-1042-WirelessHeadphones,110,False,False
2024-03-12,SKU-1042-WirelessHeadphones,113,False,False
2024-03-13,SKU-1042-WirelessHeadphones,108,False,False
2024-03-14,SKU-1042-WirelessHeadphones,115,False,False
2024-03-15,SKU-1042-WirelessHeadphones,108,False,False
2024-03-16,SKU-1042-WirelessHeadphones,95,False,False
2024-03-17,SKU-1042-WirelessHeadphones,94,False,False
2024-03-18,SKU-1042-WirelessHeadphones,111,False,False
2024-03-19,SKU-1042-WirelessHeadphones,109,False,False
2024-03-20,SKU-1042-WirelessHeadphones,113,False,False
2024-03-21,SKU-1042-WirelessHeadphones,115,False,False
2024-03-22,SKU-1042-WirelessHeadphones,124,False,False
2024-03-23,SKU-1042-WirelessHeadphones,97,False,False
2024-03-24,SKU-1042-WirelessHeadphones,98,False,False
2024-03-25,SKU-1042-WirelessHeadphones,130,False,False
2024-03-26,SKU-1042-WirelessHeadphones,115,False,False
2024-03-27,SKU-1042-WirelessHeadphones,115,False,False
2024-03-28,SKU-1042-WirelessHeadphones,116,False,False
2024-03-29,SKU-1042-WirelessHeadphones,106,False,False
2024-03-30,SKU-1042-WirelessHeadphones,90,False,False
2024-03-31,SKU-1042-WirelessHeadphones,89,False,False
2024-04-01,SKU-1042-WirelessHeadphones,116,False,False
2024-04-02,SKU-1042-WirelessHeadphones,111,False,False
2024-04-03,SKU-1042-WirelessHeadphones,113,False,False
2024-04-04,SKU-1042-WirelessHeadphones,119,False,False
2024-04-05,SKU-1042-WirelessHeadphones,118,False,False
2024-04-06,SKU-1042-WirelessHeadphones,92,False,False
2024-04-07,SKU-1042-WirelessHeadphones,89,False,False
2024-04-08,SKU-1042-WirelessHeadphones,120,False,False
2024-04-09,SKU-1042-WirelessHeadphones,117,False,False
